,date,location,IP address,component,interaction,duration,downtime
224,2021-08-19,"57624 Hale Unions Suite 002
Rebeccaton, ID 40541",128.43.195.238,ios frontend,bounce,49.95,87.31
225,2021-08-07,"75406 Olson Center Apt. 217
West Laura, ME 23327",182.130.44.37,mongodb database,entry does not exist,75.02,29.6
226,2021-08-19,"6809 Gallagher Plaza
Alexandershire, OH 43960",201.165.153.132,mongodb database,SQL injection threat,18.6,10.4
227,2021-08-09,"155 Parker Expressway Suite 699
West Benjamin, FL 34878",141.167.70.198,shipping database,invalid key,36.65,70.98
228,2021-07-14,"25409 Michelle Lodge
Kingshire, NV 03964",164.204.255.172,ai engine,model version invalid,74.24,61.63
229,2021-08-07,"17809 William Rapid Apt. 227
Port Robert, CA 05888",206.118.2.255,django controller,HTTP 500 response,98.21,8.42
230,2021-08-17,"59129 Lisa Turnpike
Vanessaview, CA 52693",216.170.183.66,ios frontend,scroll,64.56,0.0
231,2021-07-29,"22751 Allison Corner Apt. 952
East Joshua, UT 02099",190.100.39.203,sap shipping management system,connection timeout,5.23,0.0
232,2021-08-09,"49822 Brandy Viaduct
Amberbury, NM 45772",145.200.193.223,customer database,other,96.37,61.32
233,2021-05-22,"62994 Wells Pine Suite 696
North Nancy, MA 18546",179.149.249.213,android frontend,new route,49.41,79.97
234,2021-06-06,"29314 Cassandra Branch Suite 919
Port Michael, DC 92635",209.73.164.39,android frontend,new route,31.82,6.89
235,2021-07-19,"0542 Deanna Land
Port Amanda, DE 32885",131.85.192.10,android frontend,refresh,53.15,98.29
236,2021-07-30,"882 Alexandra Viaduct
New Lisaburgh, SD 55126",223.96.236.250,web frontend,click,83.73,0.0
237,2021-05-21,"8577 Meyer Key
Wagnerfurt, IN 55213",84.249.79.20,ai engine,error loading model,78.65,66.23
238,2021-07-01,"54352 Kathryn Union
Markside, DE 05781",159.205.234.176,ai engine,bias detected in training data,0.1200000000000001,0.0
239,2021-08-19,"15176 Meagan Locks
East Meredith, MN 23707",138.69.185.129,sap shipping management system,invalid SAP unit code,88.95,0.0
240,2021-06-19,"3422 Sara Springs
Salasview, TX 63212",186.45.104.57,shipping database,request timeout,23.31,28.21
241,2021-06-14,"8131 Le Walk Apt. 133
Whitebury, MA 44501",140.15.41.79,shipping database,SQL injection threat,87.43,76.12
242,2021-07-07,"097 John Courts
Brianfurt, AZ 04214",220.129.211.154,django controller,HTTP 404 response,86.38,92.79
243,2021-08-01,"272 Daugherty Plain
New Gary, DE 25719",207.240.215.155,shipping database,throttling,82.49,91.88
244,2021-08-05,"PSC 6016, Box 9866
APO AA 91661",212.217.65.79,customer database,update data error,64.26,8.85
245,2021-07-09,"Unit 2264 Box 4376
DPO AE 62030",223.227.251.52,shipping database,throttling,42.35,74.7
246,2021-07-20,"647 Nathaniel Crossroad
Johnsside, MO 71114",215.171.16.223,web frontend,new route,92.05,95.51
247,2021-06-15,"8959 Lisa Mall
West Franciscohaven, ID 07095",146.62.226.0,shipping database,invalid key,49.34,84.75
248,2021-08-05,"5422 Jill Station Suite 236
Feliciaton, AK 84907",155.143.8.249,django controller,HTTP 404 response,78.55,28.37
249,2021-05-24,"610 Ewing Ridge
East Alyssaburgh, DE 12542",67.223.115.192,ai engine,bias detected in training data,94.99,36.38
250,2021-07-29,"7245 Lopez Views Suite 315
Markburgh, IA 88125",159.78.163.120,ai engine,training data error,76.27,54.48
251,2021-08-01,"1309 Angela Centers
North Tyler, VT 26263",59.170.39.129,customer database,update data error,76.64,0.0
252,2021-07-11,"159 Hughes Corner Apt. 957
Lake Francis, CA 48072",136.253.209.244,ios frontend,type,4.03,0.0
253,2021-07-04,"2475 Anne Burgs Suite 027
New Noah, ME 82151",105.212.149.112,django controller,HTTP 404 response,87.04,0.0
254,2021-06-05,"307 Ruiz Plain
Sanchezstad, WA 19611",157.28.93.183,ai engine,error loading model,24.12,14.29
255,2021-06-05,"83893 Michelle Mews Suite 471
Klineshire, NY 43625",54.20.139.22,mongodb database,entry does not exist,37.58,36.1
256,2021-05-22,"80874 Monica View
East Amy, ID 59090",193.110.42.140,ios frontend,dormant,7.0,2.57
257,2021-05-23,"505 Vasquez Pine
Goodhaven, KY 01236",222.131.185.92,mongodb database,throttling,30.2,55.31
258,2021-05-30,"9093 Miller Highway
Johnsonview, CA 75746",78.71.71.53,shipping database,invalid key,59.78,51.43
259,2021-08-15,"3613 Kyle Plains Suite 966
East Jeffreybury, ME 30881",181.28.79.234,mongodb database,throttling,65.95,23.08
260,2021-07-04,"21514 Kimberly Meadows Suite 546
Garyshire, DE 67537",96.232.148.45,customer database,timeout,63.24,0.0
261,2021-05-29,"640 Kelly Station
Lake Christopherfurt, LA 16530",213.227.71.30,mongodb database,server error,20.93,17.53
262,2021-08-02,"9111 James Orchard Suite 127
Lake Catherine, MD 48817",209.5.79.169,shipping database,SQL injection threat,8.16,1.7799999999999998
263,2021-06-10,"08240 Katherine Ford
Rebeccaborough, HI 11724",37.130.27.66,ios frontend,bounce,94.37,7.359999999999999
264,2021-08-03,"58335 Karen Fall Apt. 793
Kathleenside, IA 85854",130.131.161.141,customer database,potential SSH threat,20.9,12.9
265,2021-06-21,"Unit 7003 Box 2714
DPO AA 20102",194.87.116.198,ai engine,error loading model,33.09,21.47
266,2021-06-19,"9299 Brown Ville
South Keith, IL 48385",159.116.186.43,shipping database,throttling,60.59,43.31
267,2021-06-20,"77952 Peterson Mountain Suite 441
South Robertview, NH 70587",30.214.222.230,django controller,HTTP 500 response,42.76,0.0
268,2021-05-26,"5877 David Forks Apt. 477
North Johnchester, WY 27431",18.195.97.131,mongodb database,server error,80.06,28.3
269,2021-06-19,"48444 Rodney Forges
East Jessicatown, UT 87422",153.104.215.53,ios frontend,dropdown click,81.43,23.27
270,2021-06-17,"33376 Campbell Springs Suite 094
Hicksfort, AR 55905",186.175.208.172,ios frontend,click,77.03,14.35
271,2021-06-09,"3696 Richard Lights
Lambertbury, WI 62588",194.227.74.185,shipping database,request timeout,42.45,35.7
272,2021-05-26,"429 Logan Cove Suite 201
Coopermouth, WV 00625",168.39.132.171,sap shipping management system,connection timeout,66.75,0.0
273,2021-07-13,"36094 Tiffany Fords Suite 750
Johnsonfort, HI 45997",4.98.185.74,web frontend,bounce,5.51,0.0
274,2021-08-03,"28228 Danny Meadow Suite 593
Sherrymouth, NJ 10667",195.179.220.244,web frontend,click,4.64,1.06
275,2021-08-13,"2290 Todd Bridge
Shanefort, WY 86875",112.33.89.44,ios frontend,bounce,91.21,57.22
276,2021-07-24,"664 Rachel Keys Apt. 313
Johnsonstad, NM 53906",209.99.131.122,android frontend,dropdown click,87.78,0.0
277,2021-06-09,"6014 Scott Points Suite 235
Port Thomas, NE 78362",160.57.240.117,customer database,timeout,74.31,0.0
278,2021-06-26,"765 Hopkins Crossroad
Bergmouth, GA 45399",197.140.121.250,customer database,potential SSH threat,12.3,0.0
279,2021-06-04,"31462 Mario Squares
Joneston, NY 43407",91.6.254.250,sap shipping management system,invalid SAP unit code,21.53,24.09
280,2021-08-01,"568 Curtis Plaza
East Lawrence, IN 10111",54.61.170.28,web frontend,scroll,79.68,0.0
281,2021-08-19,"7491 Klein Shoal Suite 889
Williamville, MI 92875",189.245.195.52,ios frontend,bounce,90.95,94.14
282,2021-06-28,"3902 Megan Coves Suite 018
Lopezstad, AK 09762",94.101.174.165,android frontend,refresh,65.05,0.0
283,2021-06-17,"993 James Pike Apt. 956
Patriciamouth, AR 38065",47.150.13.241,web frontend,click,10.79,0.0
284,2021-06-14,"83008 Young Drive Apt. 869
Courtneymouth, ME 77164",32.133.165.54,shipping database,invalid key,6.48,3.52
285,2021-07-17,"1615 Brandon Plains
West Paul, DE 77461",142.72.143.249,web frontend,type,34.45,0.0
286,2021-06-23,"69989 Adam Throughway Suite 058
East Michaelside, ID 27183",215.108.175.227,django controller,HTTP 401 response,20.92,0.0
287,2021-08-08,"28024 Kelly Squares
Shafferborough, RI 41847",131.221.171.109,shipping database,throttling,49.74,32.33
288,2021-05-22,"1717 Lang Mill Suite 872
Marthamouth, RI 93479",55.198.105.104,sap shipping management system,server error,66.13,71.79
289,2021-06-18,"70282 Bond Highway
North Janiceshire, UT 61783",131.247.1.115,ios frontend,click,56.25,94.01
290,2021-05-30,"70357 Reynolds Row
Garyburgh, TX 64645",83.235.101.67,web frontend,type,8.59,0.0
291,2021-06-07,"USCGC Gray
FPO AP 63233",46.148.103.47,sap shipping management system,connection timeout,42.53,29.27
292,2021-07-18,"43384 Michele Knoll Suite 062
Lake Scottstad, MT 00868",135.116.131.25,shipping database,request timeout,48.62,91.51
293,2021-07-30,"6607 Richardson Hill
South Christianfurt, NM 49847",220.123.232.11,customer database,SQL injection threat,67.77,0.0
294,2021-06-30,"57851 Jesus Groves
South Glennview, AR 45994",136.59.88.39,mongodb database,entry does not exist,30.85,46.58
295,2021-07-09,"77415 Wilson Circle Apt. 059
Clarkberg, WI 45218",120.121.176.72,sap shipping management system,invalid SAP unit code,1.2200000000000002,0.0
296,2021-07-05,"17149 Marcus Neck
Griffinshire, ND 07010",221.151.202.228,shipping database,SQL injection threat,54.12,35.17
297,2021-07-24,"4276 Carr Meadows
Moniqueview, SD 29058",59.27.61.56,ai engine,parameter values invalid,30.23,30.19
298,2021-07-26,"603 Raymond Trafficway
East Amy, WA 72255",223.145.204.148,sap shipping management system,unknown shipping code,56.91,77.96
299,2021-08-12,"USCGC Burke
FPO AP 30958",220.209.26.25,ai engine,bias detected in training data,23.77,13.51
300,2021-08-10,"3994 Dixon Prairie
Chelseaside, WI 33506",205.51.59.239,android frontend,new route,65.14,13.09
301,2021-08-11,"81094 Phillips Lake
Port Meredithmouth, VT 87060",29.142.22.56,shipping database,request timeout,11.75,11.36
302,2021-05-23,"2451 Brad Alley
South Aaronfort, MI 90074",135.231.86.0,sap shipping management system,invalid SAP unit code,89.99,64.74
303,2021-05-28,"PSC 0526, Box 4948
APO AP 40633",75.135.164.219,android frontend,type,27.97,0.0
304,2021-06-15,"518 Bates Streets
East Tara, ME 56241",8.222.147.110,ios frontend,dormant,66.98,0.4399999999999999
305,2021-06-05,"685 Barrett Row
Stevenmouth, NJ 07219",119.140.249.104,ios frontend,type,55.58,0.0
306,2021-07-07,"3546 Lopez Harbor Suite 231
North Angelica, CT 35834",171.223.199.142,android frontend,new route,27.98,12.4
307,2021-06-13,"42997 Christina Mountains
Randymouth, SC 94771",186.85.242.58,customer database,cannot find customer,76.38,51.24
308,2021-05-23,"USNS Blair
FPO AP 89485",217.69.134.79,ios frontend,click,0.25,0.0
309,2021-07-19,"20970 Blanchard Stream Apt. 664
Port John, HI 65750",100.10.2.202,ios frontend,click,13.61,0.0
310,2021-07-14,"Unit 0366 Box 7445
DPO AP 31503",48.224.35.182,sap shipping management system,connection timeout,38.4,0.0
311,2021-07-31,"98050 Chad Manors
Jacobtown, WY 66415",178.244.186.241,ai engine,training data error,87.01,41.47
312,2021-07-04,"22094 Juan Inlet Apt. 634
East Robert, LA 96092",220.130.234.109,customer database,SQL injection threat,7.01,1.5
313,2021-05-29,"47452 English Plaza
Lake Patricia, KS 88975",150.121.115.20,django controller,HTTP 400 response,71.79,43.84
314,2021-07-03,"28790 Torres Plaza
Kennethland, DE 61285",211.138.54.88,android frontend,type,36.26,28.74
315,2021-07-03,"72704 Hill Locks Apt. 842
Millerchester, DE 53919",129.222.28.85,shipping database,SQL injection threat,61.36,48.82
316,2021-06-24,"98156 Diane Plain
Port Pamela, CO 57553",137.243.9.147,sap shipping management system,invalid SAP unit code,30.41,61.74
317,2021-07-04,"935 Michelle Rest Suite 063
Lake Brendan, KS 57342",217.140.44.31,ai engine,model version invalid,36.38,75.9
318,2021-07-29,"1394 Holly Common Suite 113
Lanemouth, CT 20372",107.185.63.61,mongodb database,entry does not exist,8.34,0.4199999999999999
319,2021-06-15,"6397 Scott Coves
Johnsonmouth, WV 32163",205.36.18.21,web frontend,type,42.85,98.27
320,2021-07-19,"50503 Nathaniel Coves
Jonesville, MI 03985",216.108.178.36,customer database,other,54.89,72.51
321,2021-06-01,"2658 Hamilton Cove
Jacobburgh, AR 90336",210.91.13.179,django controller,HTTP 401 response,90.26,77.59
322,2021-08-18,"867 Barry Haven
New John, ME 19666",164.204.134.245,shipping database,SQL injection threat,94.89,96.69
323,2021-06-17,"4785 Lewis Roads Suite 390
Cunninghamburgh, CA 96706",155.138.3.47,ai engine,training data error,90.9,17.55
324,2021-06-28,"1378 Cummings Villages Apt. 819
Brownburgh, IN 56140",179.112.47.213,customer database,potential SSH threat,54.83,0.0
325,2021-06-03,"85116 Frank Ferry
South Jeremyshire, NY 57430",204.168.43.125,android frontend,bounce,91.61,97.71
326,2021-07-22,"8029 Karen Heights Suite 299
Wallsborough, CA 44813",139.184.162.130,shipping database,SQL injection threat,39.58,85.26
327,2021-08-17,"1481 Joseph Village
North Connor, KY 58467",205.28.39.139,web frontend,dropdown click,37.2,28.91
328,2021-06-03,"USS Lopez
FPO AE 16016",89.212.108.142,ios frontend,dropdown click,78.96,0.0
329,2021-06-12,"172 Jonathan Viaduct
West Tracy, MA 33461",170.70.96.208,mongodb database,server error,46.28,80.97
330,2021-06-04,"849 Laura Street Apt. 816
West Shannonville, PA 34883",175.250.19.43,django controller,not authorised,74.53,26.11
331,2021-07-08,"3619 Roberts Extensions Apt. 719
West Scott, OK 32610",200.82.138.159,shipping database,SQL injection threat,96.06,43.88
332,2021-06-22,"0057 Parsons Island Apt. 706
Port Kyle, DE 94123",33.46.217.36,sap shipping management system,invalid SAP unit code,85.61,0.0
333,2021-07-05,"1049 Marquez Ways
Thompsonchester, NY 08359",137.177.219.103,django controller,HTTP 400 response,1.5,0.0
334,2021-07-09,"94148 Johnny Landing
Jamieberg, MD 33820",187.243.116.102,sap shipping management system,invalid SAP unit code,15.86,7.26
335,2021-06-14,"548 Cantrell Fort
South Marybury, ND 67034",205.87.196.99,sap shipping management system,connection timeout,42.52,0.0
336,2021-08-05,"430 Weeks Ports Suite 977
West Victorburgh, MO 04175",151.155.147.129,django controller,HTTP 400 response,67.28,0.0
337,2021-08-11,"647 Ricardo Lodge Apt. 959
North Zacharyburgh, UT 05911",217.133.61.12,shipping database,invalid key,92.41,94.7
338,2021-07-20,"9074 Amber Pike
Bernardland, ME 30284",153.69.176.46,ai engine,bias detected in training data,21.85,0.3400000000000001
339,2021-08-06,"5950 Ramirez Motorway
East Ryan, MO 40938",62.29.49.185,web frontend,dropdown click,87.55,14.02
340,2021-06-02,"23862 Ruiz Stream
Mauricechester, OK 81424",153.90.119.42,mongodb database,entry does not exist,18.12,18.1
341,2021-06-11,"PSC 7687, Box 6654
APO AP 74496",217.115.214.244,django controller,HTTP 404 response,56.29,0.0
342,2021-05-29,"198 Ana Land
North Stephenside, FL 44670",201.194.138.212,shipping database,invalid key,44.95,86.25
343,2021-07-24,"USCGC Wilson
FPO AA 91301",162.69.195.212,django controller,HTTP 400 response,86.18,74.91
344,2021-05-30,"420 Frances Drives Suite 286
Coxburgh, DE 47019",103.40.92.163,sap shipping management system,server error,91.28,65.34
345,2021-07-06,"1701 Joshua Oval Suite 828
Benitezland, VT 50699",165.111.59.209,web frontend,click,90.02,0.0
346,2021-05-26,"267 Francisco Path
Autumnshire, ME 86155",128.80.52.207,sap shipping management system,invalid SAP unit code,8.47,0.4299999999999999
347,2021-06-24,"20171 Moore Mews
Levyshire, SC 62664",94.228.5.4,sap shipping management system,connection timeout,73.49,0.0
348,2021-07-03,"2226 Victoria Dale Suite 041
Turnerbury, OH 16834",160.138.219.144,mongodb database,entry does not exist,21.33,13.61
349,2021-06-01,"2058 Kimberly Wells
Cherylview, LA 68155",179.119.114.32,ai engine,training data error,83.98,38.45
350,2021-06-11,"8416 Kristen Canyon
Lake Jason, MN 75239",184.192.224.44,android frontend,type,54.46,0.0
351,2021-05-20,"99956 Stephens Mountains Apt. 171
Hillmouth, NV 59350",204.2.52.166,sap shipping management system,invalid SAP unit code,48.39,19.54
352,2021-07-10,"2258 Shirley Circles Apt. 036
Vickiberg, OK 31838",223.238.143.170,django controller,HTTP 500 response,56.3,5.5
353,2021-08-17,"019 Sampson Ridge
Arthurborough, MA 06075",7.73.24.73,mongodb database,other,72.15,69.79
354,2021-08-01,"00415 Brown Motorway
West Nicole, IL 84571",190.13.181.113,shipping database,potential SSH threat,53.97,45.11
355,2021-07-15,"59961 Kristi Fords
North Thomaschester, MD 08090",166.250.203.137,ios frontend,scroll,2.14,0.0
356,2021-07-06,"4723 Gregory Course
Brandonton, NC 00764",201.160.104.120,ai engine,model version invalid,47.41,90.38
357,2021-07-22,"USS Schneider
FPO AE 82722",39.78.13.147,customer database,SQL injection threat,9.06,0.0
358,2021-07-21,"149 Nicole Roads
Lynnside, NJ 37113",142.38.3.132,customer database,update data error,7.789999999999999,0.0
359,2021-08-02,"5583 Mahoney Loaf Suite 293
Caseymouth, AR 98690",5.74.4.193,ai engine,model version invalid,5.78,2.46
360,2021-06-04,"77566 Smith Pass Suite 416
Debramouth, MN 33876",200.33.204.61,mongodb database,other,97.2,69.03
361,2021-07-11,"37967 Dylan Run Apt. 762
Alexafurt, CT 13696",79.201.115.189,mongodb database,throttling,28.16,5.38
362,2021-08-17,"9659 Jacob Hollow Apt. 018
Tracyview, CO 41768",223.203.67.142,ai engine,model version invalid,85.21,54.35
363,2021-08-05,"USNV Stephens
FPO AA 45238",151.69.64.107,django controller,HTTP 400 response,60.95,0.0
364,2021-06-28,"0260 Rebecca Mills
North Briannaville, DE 44693",202.221.80.94,mongodb database,entry does not exist,12.32,12.18
365,2021-07-03,"401 Soto Manor Suite 542
Port Christopherstad, OR 16264",19.166.109.87,android frontend,bounce,16.02,0.0
366,2021-06-21,"0214 Hart Station Suite 755
Cruzport, OR 54605",212.189.58.56,mongodb database,other,27.79,6.55
367,2021-07-18,"6921 Samuel Key
Lisashire, CO 24828",61.105.144.59,customer database,SQL injection threat,86.3,29.56
368,2021-07-30,"7329 Robbins Spur Suite 278
Dunnborough, KS 76446",21.40.182.110,ai engine,error loading model,72.42,13.7
369,2021-08-08,"972 Joseph Shoals Apt. 272
Thomasbury, UT 52540",123.111.153.124,web frontend,bounce,70.37,0.0
370,2021-07-28,"59073 Toni Ferry
South Michael, OH 89896",196.55.35.56,ai engine,training data error,34.16,75.12
371,2021-07-09,"876 Anderson Avenue Suite 449
East Jennifer, NJ 72347",184.248.16.215,ios frontend,dropdown click,21.24,0.0
372,2021-06-03,"512 Melinda Mission
Mirandaland, LA 15488",217.35.44.192,django controller,not authorised,6.8,0.0
373,2021-07-18,"89857 James Valleys
North Maria, MA 85341",107.236.170.128,shipping database,invalid key,97.24,72.4
374,2021-08-19,"1577 Guzman Shore Apt. 531
Port Kayla, TN 65106",111.95.55.187,customer database,SQL injection threat,57.75,58.66
375,2021-06-17,"786 Walker Motorway Apt. 752
Port Robertmouth, HI 27872",65.246.31.114,mongodb database,other,5.18,3.64
